FacilityID,ObsRecordDate,FlowConnectivity,FlowCondition,PersistentFlow,SampleDry,FloatDischargeCFS,AvgDischarge,VolumeDischargeCFS,date,rain_gage,wet_within_72,GlobalID,QInscfsV,QInscfsF,QInscfsFadj,QInscfs
L01-727-2,2024-09-03,None - Flow Infiltrates or Outfall is Dry,Dry,Unknown,NA,0,0,0,2024-09-03,DANAPOINT,FALSE,{B9983359-9D26-40FE-905C-4936B6ED0548},0,0,0,0
L01-727-2,2024-08-27,None - Flow Infiltrates or Outfall is Dry,Dry,Unknown,NA,0,0,0,2024-08-27,DANAPOINT,FALSE,{B9983359-9D26-40FE-905C-4936B6ED0548},0,0,0,0
L04-136-1u (L04P07),2024-07-23,Direct Connection,Flowing,Yes,NA,1.3125,0.360636,NA,2024-07-23,ELTORO,FALSE,{B8BEA8A0-3AAC-49CA-83D6-198977198F41},NA,1.3125,0.9056249999999999,0.9056249999999999
L03-662-1,2024-08-22,Direct Connection,Flowing,Yes,NA,0.00414,0.019535,0.004,2024-08-22,ELTORO,FALSE,{B513414F-444B-44D6-A7C7-D5437FDBC543},0.004,0.00414,0.0028565999999999995,0.004
L03-662-1,2024-07-10,Direct Connection,Flowing,Yes,NA,NA,0.019535,0.002,2024-07-10,ELTORO,FALSE,{B513414F-444B-44D6-A7C7-D5437FDBC543},0.002,NA,NA,0.002
M01-124-2,2024-05-22,Direct Connection,Flowing,Yes,NA,NA,0.01691,NA,2024-05-22,PALISADES,FALSE,{B4FCF9CC-A9DE-46B1-8099-5EE10514BE7E},NA,NA,NA,NA
M01-124-2,2024-09-05,Direct Connection,Flowing,Yes,NA,0.00972,0.01691,0.004,2024-09-05,PALISADES,FALSE,{B4FCF9CC-A9DE-46B1-8099-5EE10514BE7E},0.004,0.00972,0.006706799999999999,0.004
J05-9800-2,2024-09-04,Partial - Significant Distance,Pooled or Ponded,Yes,NA,NA,0,NA,2024-09-04,ELTORO,FALSE,{B447E738-FF4A-4052-83BC-409EFD00CC89},NA,NA,NA,NA
J05-9800-2,2024-04-24,Direct Connection,Pooled or Ponded,Yes,NA,NA,0,NA,2024-04-24,ELTORO,FALSE,{B447E738-FF4A-4052-83BC-409EFD00CC89},NA,NA,NA,NA
L03-240-1 (L03P14),2024-07-09,Direct Connection,Flowing,Yes,NA,0.037714,0.026244,0.029,2024-07-09,ELTORO,FALSE,{B36B0F25-9FB6-4A77-9FE1-F916D2BDB697},0.029,0.037714,0.026022659999999996,0.029
L03-240-1 (L03P14),2024-08-22,Partial - Significant Distance,Flowing,Yes,NA,0.0336,0.026244,0.013,2024-08-22,ELTORO,FALSE,{B36B0F25-9FB6-4A77-9FE1-F916D2BDB697},0.013,0.0336,0.023183999999999996,0.013
J03-9221-1 (J03P02),2024-05-22,Undetermined,Flowing,Yes,Yes,0.1155,0.239694,NA,2024-05-22,SULPHURCREEK,FALSE,{B349E3D1-F18C-44B9-A54D-9A854691EE96},NA,0.1155,0.079695,0.079695
J03-9221-1 (J03P02),2024-07-30,Undetermined,Flowing,Yes,Yes,0.2016,0.239694,0.106,2024-07-30,SULPHURCREEK,FALSE,{B349E3D1-F18C-44B9-A54D-9A854691EE96},0.106,0.2016,0.13910399999999998,0.106
J03-9216-1 (J03P01),2024-05-15,Direct Connection,Pooled or Ponded,Yes,NA,NA,0.012897,NA,2024-05-15,SULPHURCREEK,FALSE,{B312B909-A14D-4AAA-BB21-74D113055A73},NA,NA,NA,NA
J03-9216-1 (J03P01),2024-07-15,None - Flow Infiltrates or Outfall is Dry,Pooled or Ponded,Yes,NA,NA,0.012897,NA,2024-07-15,SULPHURCREEK,FALSE,{B312B909-A14D-4AAA-BB21-74D113055A73},NA,NA,NA,NA
L05-049-1,2024-07-30,Direct Connection,Flowing,Yes,Yes,0.287452,0.935829,0.041,2024-07-30,SULPHURCREEK,FALSE,{B2A1E667-9853-4699-9E7C-64A87D6A78B6},0.041,0.287452,0.19834187999999997,0.041
L05-049-1,2024-05-21,Direct Connection,Flowing,Yes,Yes,0.2418,0.935829,0.09,2024-05-21,SULPHURCREEK,FALSE,{B2A1E667-9853-4699-9E7C-64A87D6A78B6},0.09,0.2418,0.166842,0.09
L01-726-3,2024-06-10,Direct Connection,Dry,Unknown,NA,0,0,0,2024-06-10,DANAPOINT,FALSE,{B22F4F14-A3E0-4A9A-9F0F-891910B4EB75},0,0,0,0
L01-726-3,2024-08-27,None - Flow Infiltrates or Outfall is Dry,Dry,Unknown,NA,0,0,0,2024-08-27,DANAPOINT,FALSE,{B22F4F14-A3E0-4A9A-9F0F-891910B4EB75},0,0,0,0
L03-172-3,2024-08-20,Undetermined,Pooled or Ponded,Yes,NA,NA,NA,NA,2024-08-20,TRABUCO,FALSE,{B1EF7D05-C4F9-490F-9BA9-7AFF1949A39B},NA,NA,NA,NA
L03-172-3,2024-07-09,Direct Connection,Pooled or Ponded,Yes,NA,NA,NA,NA,2024-07-09,TRABUCO,FALSE,{B1EF7D05-C4F9-490F-9BA9-7AFF1949A39B},NA,NA,NA,NA
I01-11023-3,2024-05-07,None - Flow Infiltrates or Outfall is Dry,Dry,Unknown,NA,0,0,0,2024-05-07,LAGUNABEACH,FALSE,{B1E7A48B-1DC2-43B1-BE7B-17B6936EF467},0,0,0,0
I01-11023-3,2024-08-01,None - Flow Infiltrates or Outfall is Dry,Dry,Unknown,NA,0,0,0,2024-08-01,LAGUNABEACH,FALSE,{B1E7A48B-1DC2-43B1-BE7B-17B6936EF467},0,0,0,0
L02-374-2 (MVL02P20),2024-07-08,Undetermined,Dry,Unknown,NA,0,0.007546,0,2024-07-08,SULPHURCREEK,FALSE,{B1A00FFE-8CDF-4358-8FDF-A6FA58C9C0BA},0,0,0,0
L02-374-2 (MVL02P20),2024-09-12,Undetermined,Dry,Unknown,NA,0,0.007546,0,2024-09-12,SULPHURCREEK,FALSE,{B1A00FFE-8CDF-4358-8FDF-A6FA58C9C0BA},0,0,0,0
L03-455-5,2024-06-11,Direct Connection,Flowing,Unknown,NA,NA,0.006883,0.002,2024-06-11,SULPHURCREEK,FALSE,{B01BBCF8-264F-4698-9E95-E51471EACBB1},0.002,NA,NA,0.002
L03-455-5,2024-07-22,Direct Connection,Flowing,Unknown,NA,0.007767,0.006883,0.002,2024-07-22,SULPHURCREEK,FALSE,{B01BBCF8-264F-4698-9E95-E51471EACBB1},0.002,0.007767,0.0053592299999999995,0.002
J01-9082-4,2024-05-29,Direct Connection,Flowing,Yes,NA,0.018,0.02202,0.008,2024-05-29,SULPHURCREEK,FALSE,{AFB6CBDA-AC92-4821-99CD-EDC47B411745},0.008,0.018,0.012419999999999999,0.008
J01-9082-4,2024-07-31,Direct Connection,Flowing,Yes,NA,0.003,0.02202,0.004,2024-07-31,SULPHURCREEK,FALSE,{AFB6CBDA-AC92-4821-99CD-EDC47B411745},0.004,0.003,0.00207,0.004
L02-166-3 (L02P26),2024-06-19,Undetermined,Flowing,Yes,Yes,0.259259,0.16714,0.035,2024-06-19,TRABUCO,FALSE,{AED9AC9A-14FC-4E0A-BDF2-5D947063BA3D},0.035,0.259259,0.17888871,0.035
L02-166-3 (L02P26),2024-08-13,Undetermined,Flowing,Yes,Yes,0.083077,0.16714,0.032,2024-08-13,TRABUCO,FALSE,{AED9AC9A-14FC-4E0A-BDF2-5D947063BA3D},0.032,0.083077,0.05732312999999999,0.032
L02-344-1,2024-07-31,None - Flow Infiltrates or Outfall is Dry,Dry,Unknown,NA,0,0,0,2024-07-31,ELTORO,FALSE,{AE100243-D2E2-4C52-A74B-B024BF8A3C36},0,0,0,0
L02-344-1,2024-06-07,Undetermined,Dry,Unknown,NA,0,0,0,2024-06-07,ELTORO,FALSE,{AE100243-D2E2-4C52-A74B-B024BF8A3C36},0,0,0,0
L03-316-3 (L03P12),2024-05-16,Direct Connection,Flowing,Yes,Yes,0.234194,0.27494,0.068,2024-05-16,ELTORO,FALSE,{ADF910F2-1925-4DDA-B329-3228C543E1CB},0.068,0.234194,0.16159386,0.068
L03-316-3 (L03P12),2024-07-25,Direct Connection,Flowing,Yes,Yes,0.45,0.27494,0.098,2024-07-25,ELTORO,FALSE,{ADF910F2-1925-4DDA-B329-3228C543E1CB},0.098,0.45,0.3105,0.098
L05-489-3d,2024-07-30,Direct Connection,Flowing,Yes,NA,1.672566,1.798552,NA,2024-07-30,SULPHURCREEK,FALSE,{AB8E0D12-8F63-49AB-B36D-666D80A86575},NA,1.672566,1.15407054,1.15407054
L05-489-3d,2024-05-21,Direct Connection,Flowing,Yes,NA,1.1088,1.798552,NA,2024-05-21,SULPHURCREEK,FALSE,{AB8E0D12-8F63-49AB-B36D-666D80A86575},NA,1.1088,0.765072,0.765072
J03-9368-1 (J03TBN1),2024-05-15,Direct Connection,NA,Yes,NA,NA,0.006481,NA,2024-05-15,SULPHURCREEK,FALSE,{AAC8234A-5800-4230-971C-633C406E3E23},NA,NA,NA,NA
L01-749-5,2024-07-22,Direct Connection,Pooled or Ponded,Yes,NA,NA,0.008383,NA,2024-07-22,PALISADES,FALSE,{AAAA11DA-67C2-4E13-B18E-11AAEBB0B8F5},NA,NA,NA,NA
L01-618-3,2024-08-28,Undetermined,Other - See Comments,Unknown,NA,NA,0,NA,2024-08-28,PALISADES,FALSE,{A981599B-D002-446E-B808-453E58ACEA12},NA,NA,NA,NA
L01-748-1,2024-07-22,Direct Connection,Pooled or Ponded,Unknown,NA,NA,0,NA,2024-07-22,PALISADES,FALSE,{A91AE436-24A4-4432-8197-13B5F01E53A6},NA,NA,NA,NA
L01-748-1,2024-06-10,None - Flow Infiltrates or Outfall is Dry,Dry,Unknown,NA,0,0,0,2024-06-10,PALISADES,FALSE,{A91AE436-24A4-4432-8197-13B5F01E53A6},0,0,0,0
L02-622-1 (L02P28),2024-08-22,Undetermined,Dry,Unknown,NA,0,0.01247,0,2024-08-22,TRABUCO,FALSE,{A8A6C5E9-EB4C-4FB5-8B4D-A18B9FBF9A32},0,0,0,0
L01-733-7,2024-06-12,Direct Connection,Flowing,Yes,NA,0.061395,0.05989,NA,2024-06-12,TRABUCO,FALSE,{A7A8FD25-EE3B-48B7-BEA2-B78102735AA7},NA,0.061395,0.04236255,0.04236255
L01-733-7,2024-08-05,Direct Connection,Flowing,Yes,NA,0.018,0.05989,NA,2024-08-05,TRABUCO,FALSE,{A7A8FD25-EE3B-48B7-BEA2-B78102735AA7},NA,0.018,0.012419999999999999,0.012419999999999999
I01-11093-1,2024-08-01,None - Flow Infiltrates or Outfall is Dry,Dry,Unknown,NA,0,0,0,2024-08-01,LAGUNABEACH,FALSE,{A6CD0460-3E4D-434A-8EED-4ABA7D87A2EB},0,0,0,0
L01-728-2,2024-09-03,Direct Connection,Pooled or Ponded,Yes,NA,NA,0.001976,NA,2024-09-03,DANAPOINT,FALSE,{A59E35B2-C9EC-4E24-9DB6-266C60FCB072},NA,NA,NA,NA
L01-728-2,2024-06-27,None - Flow Infiltrates or Outfall is Dry,Flowing,Yes,NA,4.57e-4,0.001976,NA,2024-06-27,DANAPOINT,FALSE,{A59E35B2-C9EC-4E24-9DB6-266C60FCB072},NA,4.57e-4,3.1532999999999995e-4,3.1532999999999995e-4
L03-662-3 (L03P16),2024-07-25,Direct Connection,Flowing,Yes,Yes,0.2,0.164525,0.04,2024-07-25,ELTORO,FALSE,{A410A82C-AF6C-4CCA-BAC5-6E25F4039D41},0.04,0.2,0.13799999999999998,0.04
L03-662-3 (L03P16),2024-05-16,Partial - Significant Distance,Flowing,Yes,Yes,0.192,0.164525,0.112,2024-05-16,ELTORO,FALSE,{A410A82C-AF6C-4CCA-BAC5-6E25F4039D41},0.112,0.192,0.13248,0.112
J05-9271-6,2024-09-04,None - Flow Infiltrates or Outfall is Dry,Pooled or Ponded,Unknown,NA,NA,0,NA,2024-09-04,SULPHURCREEK,FALSE,{9F5547EB-7FE3-461F-9EBD-E58B4219028B},NA,NA,NA,NA
SC03-067-1,2024-05-22,None - Flow Infiltrates or Outfall is Dry,Dry,Unknown,NA,0,0,0,2024-05-22,PALISADES,FALSE,{9F0C26C8-D63A-4809-AD72-C714A780C1C6},0,0,0,0
L04-266-5,2024-07-22,Direct Connection,Flowing,Yes,Yes,0.512424,0.496118,NA,2024-07-22,ELTORO,FALSE,{9CBD6267-1249-4AB5-AA53-A9CD65501C1D},NA,0.512424,0.35357256,0.35357256
L04-266-5,2024-05-15,Direct Connection,Flowing,Yes,Yes,1.187009,0.496118,NA,2024-05-15,ELTORO,FALSE,{9CBD6267-1249-4AB5-AA53-A9CD65501C1D},NA,1.187009,0.8190362099999999,0.8190362099999999
L01-733-5,2024-06-12,Direct Connection,Dry,Unknown,NA,0,0,0,2024-06-12,TRABUCO,FALSE,{9C18A820-40CA-4CA4-B141-8DA9C8401AC6},0,0,0,0
L05-489-7,2024-05-21,Direct Connection,Flowing,Yes,NA,0.048,0.087582,0.024,2024-05-21,SULPHURCREEK,FALSE,{9BFA7A22-DD6F-4A84-9ABE-48063EA402CA},0.024,0.048,0.03312,0.024
L05-489-7,2024-07-30,Direct Connection,Flowing,Yes,NA,0.044776,0.087582,0.022,2024-07-30,SULPHURCREEK,FALSE,{9BFA7A22-DD6F-4A84-9ABE-48063EA402CA},0.022,0.044776,0.03089544,0.022
I01-11343-2 (I02P18),2024-05-15,Direct Connection,Flowing,Unknown,Yes,NA,0.007131,NA,2024-05-15,ELTORO,FALSE,{9A50D575-FFD5-41A9-B523-61D9221779CD},NA,NA,NA,NA
I01-11343-2 (I02P18),2024-07-23,None - Flow Infiltrates or Outfall is Dry,Other - See Comments,Unknown,Yes,NA,0.007131,NA,2024-07-23,ELTORO,FALSE,{9A50D575-FFD5-41A9-B523-61D9221779CD},NA,NA,NA,NA
L01-602-2,2024-06-03,Partial - Significant Distance,NA,Yes,NA,NA,NA,NA,2024-06-03,PALISADES,FALSE,{99C5D60F-3F09-4BFF-AE19-4319471F81EF},NA,NA,NA,NA
L01-728-6,2024-09-03,None - Flow Infiltrates or Outfall is Dry,Dry,Unknown,NA,0,0,0,2024-09-03,DANAPOINT,FALSE,{997F43C3-4A2E-4C65-8310-72694AD8EF59},0,0,0,0
L01-728-6,2024-07-11,None - Flow Infiltrates or Outfall is Dry,Dry,Unknown,NA,0,0,0,2024-07-11,DANAPOINT,FALSE,{997F43C3-4A2E-4C65-8310-72694AD8EF59},0,0,0,0
SC12-068-2,2024-05-29,None - Flow Infiltrates or Outfall is Dry,Flowing,Yes,NA,NA,0.009971,NA,2024-05-29,PALISADES,FALSE,{98B44F39-2446-4B60-A2A7-E75C37BDE055},NA,NA,NA,NA
SC12-068-2,2024-08-07,None - Flow Infiltrates or Outfall is Dry,Flowing,Yes,NA,0.030375,0.009971,NA,2024-08-07,PALISADES,FALSE,{98B44F39-2446-4B60-A2A7-E75C37BDE055},NA,0.030375,0.020958749999999998,0.020958749999999998
M01-047-1,2024-06-26,Direct Connection,Flowing,Yes,Yes,0.987597,0.392052,NA,2024-06-26,PALISADES,FALSE,{986D4C77-948D-4582-A23D-BF24985A8B51},NA,0.987597,0.6814419299999999,0.6814419299999999
M01-047-1,2024-08-14,Direct Connection,Flowing,Yes,Yes,NA,0.392052,NA,2024-08-14,PALISADES,FALSE,{986D4C77-948D-4582-A23D-BF24985A8B51},NA,NA,NA,NA
L04-672-1,2024-07-23,Direct Connection,Flowing,Yes,Yes,0.126,0.220338,NA,2024-07-23,ELTORO,FALSE,{9559CB47-0239-4B3A-B6FF-38E557824BEC},NA,0.126,0.08693999999999999,0.08693999999999999
L04-702-4,2024-07-09,None - Flow Infiltrates or Outfall is Dry,Dry,Unknown,NA,0,0,0,2024-07-09,SULPHURCREEK,FALSE,{9429FA86-6A47-441F-8775-95A2DA9CACC7},0,0,0,0
L02-641-2,2024-06-19,Direct Connection,Flowing,Yes,Yes,0.228902,0.331514,0.077,2024-06-19,TRABUCO,FALSE,{940E7A8B-73AA-47EA-96AA-2A8B9F4D5926},0.077,0.228902,0.15794238,0.077
L01-223-1 (L08TBN1),2024-06-19,Undetermined,Flowing,Yes,NA,0.154054,0.056556,0.036,2024-06-19,TRABUCO,FALSE,{920D2923-A87E-4A8C-864D-656B0F11E23F},0.036,0.154054,0.10629725999999999,0.036
L01-223-1 (L08TBN1),2024-08-13,Undetermined,Flowing,Yes,NA,0.003896,0.056556,0,2024-08-13,TRABUCO,FALSE,{920D2923-A87E-4A8C-864D-656B0F11E23F},0,0.003896,0.0026882399999999997,0
L04-266-1,2024-07-09,Direct Connection,Pooled or Ponded,Yes,NA,NA,0.00225,NA,2024-07-09,ELTORO,FALSE,{91EA8897-0C76-41A3-B3C0-07D7E0E27DB1},NA,NA,NA,NA
L04-266-1,2024-08-22,Direct Connection,Pooled or Ponded,Yes,NA,NA,0.00225,NA,2024-08-22,ELTORO,FALSE,{91EA8897-0C76-41A3-B3C0-07D7E0E27DB1},NA,NA,NA,NA
J01-9782-1 (J01TBN3),2024-07-24,None - Flow Infiltrates or Outfall is Dry,Flowing,Yes,NA,0.005333,0.001588,NA,2024-07-24,ELTORO,FALSE,{91E48869-6AD5-41B7-8A9B-640ED2238B02},NA,0.005333,0.0036797699999999997,0.0036797699999999997
J01-9782-1 (J01TBN3),2024-09-10,None - Flow Infiltrates or Outfall is Dry,Pooled or Ponded,Yes,NA,NA,0.001588,NA,2024-09-10,ELTORO,FALSE,{91E48869-6AD5-41B7-8A9B-640ED2238B02},NA,NA,NA,NA
J01-9785-1,2024-09-04,Direct Connection,Flowing,Yes,NA,NA,0.027279,NA,2024-09-04,ELTORO,FALSE,{91338D15-19F3-4699-83FA-4C17B2C07214},NA,NA,NA,NA
J01-9785-1,2024-09-10,Direct Connection,Flowing,Yes,NA,0.241379,0.027279,NA,2024-09-10,ELTORO,FALSE,{91338D15-19F3-4699-83FA-4C17B2C07214},NA,0.241379,0.16655150999999999,0.16655150999999999
L03-241-3,2024-08-22,Direct Connection,Flowing,Yes,NA,0.385714,0.34292,NA,2024-08-22,ELTORO,FALSE,{8ED5573E-DFDE-4B76-A102-B5B1CF23353B},NA,0.385714,0.26614266,0.26614266
L03-241-3,2024-07-10,Direct Connection,Flowing,Yes,NA,0.340909,0.34292,NA,2024-07-10,ELTORO,FALSE,{8ED5573E-DFDE-4B76-A102-B5B1CF23353B},NA,0.340909,0.23522721,0.23522721
SC12-068-4,2024-08-07,None - Flow Infiltrates or Outfall is Dry,Pooled or Ponded,Unknown,NA,NA,0.0089,NA,2024-08-07,PALISADES,FALSE,{8EA7D45C-F7B0-4458-86E9-AD604FC84803},NA,NA,NA,NA
M00.1-071-2 (M00S04),2024-09-05,None - Flow Infiltrates or Outfall is Dry,Flowing,Yes,NA,0.012,0.055592,0.006,2024-09-05,PALISADES,FALSE,{8E421913-F6B8-41F6-B51D-B3916452A11D},0.006,0.012,0.00828,0.006
M00.1-071-2 (M00S04),2024-05-23,Direct Connection,Pooled or Ponded,Yes,NA,NA,0.055592,NA,2024-05-23,PALISADES,FALSE,{8E421913-F6B8-41F6-B51D-B3916452A11D},NA,NA,NA,NA
J01-9275-2,2024-07-10,None - Flow Infiltrates or Outfall is Dry,Dry,Unknown,NA,0,0.001542,0,2024-07-10,ELTORO,FALSE,{8DD9934B-1D0A-4A08-9886-1E1C2EF93E40},0,0,0,0
J01-9275-2,2024-09-04,None - Flow Infiltrates or Outfall is Dry,Dry,Unknown,NA,0,0.001542,0,2024-09-04,ELTORO,FALSE,{8DD9934B-1D0A-4A08-9886-1E1C2EF93E40},0,0,0,0
J01-9005-3,2024-05-01,Direct Connection,Flowing,Yes,NA,NA,0.303774,NA,2024-05-01,SULPHURCREEK,FALSE,{8D0A255A-DAB2-4BAC-A4E1-414D7DD8EA41},NA,NA,NA,NA
J01-9005-3,2024-07-17,Direct Connection,Pooled or Ponded,Yes,NA,NA,0.303774,NA,2024-07-17,SULPHURCREEK,FALSE,{8D0A255A-DAB2-4BAC-A4E1-414D7DD8EA41},NA,NA,NA,NA
J03-9234-8,2024-08-14,Direct Connection,Flowing,Yes,NA,0.095122,0.302939,0.041,2024-08-14,SULPHURCREEK,FALSE,{8BA658D6-F310-40D7-B7B1-E1E606ACD5A0},0.041,0.095122,0.06563418,0.041
J03-9234-8,2024-05-17,Direct Connection,Flowing,Yes,NA,0.176417,0.302939,NA,2024-05-17,SULPHURCREEK,FALSE,{8BA658D6-F310-40D7-B7B1-E1E606ACD5A0},NA,0.176417,0.12172772999999998,0.12172772999999998
L01-494-1,2024-07-15,Undetermined,Flowing,Yes,NA,0.1,0.095729,0.047,2024-07-15,PALISADES,FALSE,{8ACA8CDD-8242-491B-B115-35F97FCC3354},0.047,0.1,0.06899999999999999,0.047
L01-494-1,2024-06-06,Undetermined,Flowing,Yes,NA,NA,0.095729,NA,2024-06-06,PALISADES,FALSE,{8ACA8CDD-8242-491B-B115-35F97FCC3354},NA,NA,NA,NA
L01-724-1 (L01S01),2024-06-25,Partial - Significant Distance,Flowing,Yes,Yes,0.1344,0.093815,0.025,2024-06-25,DANAPOINT,FALSE,{8A859AA8-432F-48A4-B9EF-89E317C329D5},0.025,0.1344,0.09273599999999999,0.025
L01-724-1 (L01S01),2024-08-15,Partial - Significant Distance,Flowing,Yes,Yes,0.0612,0.093815,0.021,2024-08-15,DANAPOINT,FALSE,{8A859AA8-432F-48A4-B9EF-89E317C329D5},0.021,0.0612,0.042227999999999995,0.021
I01-11059-2,2024-08-01,None - Flow Infiltrates or Outfall is Dry,Dry,Unknown,NA,0,0,0,2024-08-01,LAGUNABEACH,FALSE,{8A75D24A-9302-4837-9C8D-5CEE11DCAB92},0,0,0,0
L01-766-9,2024-06-25,Undetermined,Pooled or Ponded,Yes,Yes,NA,0.173904,NA,2024-06-25,PALISADES,FALSE,{897EC9EE-5CAB-4DFE-896A-03DD917D9C2F},NA,NA,NA,NA
L01-766-9,2024-08-15,Partial - Significant Distance,Pooled or Ponded,Yes,Yes,NA,0.173904,NA,2024-08-15,PALISADES,FALSE,{897EC9EE-5CAB-4DFE-896A-03DD917D9C2F},NA,NA,NA,NA
L05-489-4,2024-05-21,Partial - Significant Distance,Flowing,Yes,NA,0.48,0.251571,NA,2024-05-21,SULPHURCREEK,FALSE,{89504E55-47E7-478E-A5C9-5CFF9D030D7C},NA,0.48,0.33119999999999994,0.33119999999999994
L01-726-9,2024-07-25,None - Flow Infiltrates or Outfall is Dry,Dry,Unknown,NA,0,0,0,2024-07-25,DANAPOINT,FALSE,{8940546C-B67E-42D6-9426-7F1E9452BFE1},0,0,0,0
L01-726-9,2024-06-10,Direct Connection,Dry,Unknown,NA,0,0,0,2024-06-10,DANAPOINT,FALSE,{8940546C-B67E-42D6-9426-7F1E9452BFE1},0,0,0,0
L01-726-8,2024-06-10,Direct Connection,Other - See Comments,Unknown,NA,NA,4.43e-4,NA,2024-06-10,DANAPOINT,FALSE,{88ED161A-736E-448B-AF46-40F0E8C2F54E},NA,NA,NA,NA
L01-726-8,2024-07-25,None - Flow Infiltrates or Outfall is Dry,Dry,Unknown,NA,0,4.43e-4,0,2024-07-25,DANAPOINT,FALSE,{88ED161A-736E-448B-AF46-40F0E8C2F54E},0,0,0,0
LC03-11515-1,2024-07-02,None - Flow Infiltrates or Outfall is Dry,Pooled or Ponded,Unknown,NA,NA,0.014697,NA,2024-07-02,LAGUNABEACH,FALSE,{886775A2-E4C3-48F3-9D28-64111BB5241F},NA,NA,NA,NA
J01-9008-1 (J01P30),2024-08-20,Direct Connection,Flowing,Yes,NA,0.258837,0.07146,0.033,2024-08-20,SULPHURCREEK,FALSE,{87FF3E7F-0CD3-43AB-8A99-DD46A197D6A4},0.033,0.258837,0.17859752999999998,0.033
J01-9008-1 (J01P30),2024-09-04,Partial - Significant Distance,Flowing,Yes,NA,0.055579,0.07146,0.023,2024-09-04,SULPHURCREEK,FALSE,{87FF3E7F-0CD3-43AB-8A99-DD46A197D6A4},0.023,0.055579,0.038349509999999996,0.023
J01-9008-1 (J01P30),2024-08-27,Partial - Significant Distance,Flowing,Yes,NA,0.0612,0.07146,0.021,2024-08-27,SULPHURCREEK,FALSE,{87FF3E7F-0CD3-43AB-8A99-DD46A197D6A4},0.021,0.0612,0.042227999999999995,0.021
J01-9008-1 (J01P30),2024-09-10,Partial - Significant Distance,Flowing,Yes,NA,0.082286,0.07146,0.022,2024-09-10,SULPHURCREEK,FALSE,{87FF3E7F-0CD3-43AB-8A99-DD46A197D6A4},0.022,0.082286,0.056777339999999996,0.022
J01-9008-1 (J01P30),2024-08-06,Direct Connection,Flowing,Yes,NA,0.16875,0.07146,NA,2024-08-06,SULPHURCREEK,FALSE,{87FF3E7F-0CD3-43AB-8A99-DD46A197D6A4},NA,0.16875,0.1164375,0.1164375
J01-9264-1 (J01P06),2024-09-04,Direct Connection,Pooled or Ponded,Yes,NA,NA,0,NA,2024-09-04,ELTORO,FALSE,{86AB9BCD-9766-418C-889A-A078524BE271},NA,NA,NA,NA
I01-11503-3,2024-08-29,None - Flow Infiltrates or Outfall is Dry,NA,Yes,NA,NA,0,NA,2024-08-29,LAGUNABEACH,FALSE,{8617AFA3-52A5-463C-8916-03BC38AAFBC4},NA,NA,NA,NA
I01-11503-3,2024-06-28,Direct Connection,Pooled or Ponded,Yes,NA,NA,0,NA,2024-06-28,LAGUNABEACH,FALSE,{8617AFA3-52A5-463C-8916-03BC38AAFBC4},NA,NA,NA,NA
L02-571-5 (L02TBN2),2024-07-25,None - Flow Infiltrates or Outfall is Dry,Pooled or Ponded,Yes,NA,NA,0.053191,NA,2024-07-25,PALISADES,FALSE,{84E0BC14-2EA7-43A4-9B95-F0347A2814D5},NA,NA,NA,NA
L02-571-5 (L02TBN2),2024-06-03,Direct Connection,Flowing,Yes,NA,0.638298,0.053191,NA,2024-06-03,PALISADES,FALSE,{84E0BC14-2EA7-43A4-9B95-F0347A2814D5},NA,0.638298,0.44042561999999996,0.44042561999999996
J01-9031-1,2024-05-15,Direct Connection,Pooled or Ponded,Yes,Yes,NA,0.037166,NA,2024-05-15,TUCKER,FALSE,{845D0596-F79C-47AB-8A96-2BF5F46A5F2D},NA,NA,NA,NA
J01-9031-1,2024-07-23,Direct Connection,Pooled or Ponded,Yes,Yes,NA,0.037166,NA,2024-07-23,TUCKER,FALSE,{845D0596-F79C-47AB-8A96-2BF5F46A5F2D},NA,NA,NA,NA
SC06-146-1 (M00P02),2024-05-29,None - Flow Infiltrates or Outfall is Dry,Pooled or Ponded,Yes,NA,NA,0.012171,NA,2024-05-29,PALISADES,FALSE,{839E2352-454E-4F0A-8BF2-3ECBF7506A2F},NA,NA,NA,NA
SC06-146-1 (M00P02),2024-08-26,Direct Connection,Flowing,Yes,NA,0.039634,0.012171,NA,2024-08-26,PALISADES,FALSE,{839E2352-454E-4F0A-8BF2-3ECBF7506A2F},NA,0.039634,0.02734746,0.02734746
L01-414-3,2024-06-06,Undetermined,Pooled or Ponded,Yes,NA,NA,0.232035,NA,2024-06-06,TRABUCO,FALSE,{834FBB7A-F243-4A65-80C6-AE688690CC0C},NA,NA,NA,NA
L01-414-3,2024-07-31,Direct Connection,Pooled or Ponded,Yes,NA,NA,0.232035,NA,2024-07-31,TRABUCO,FALSE,{834FBB7A-F243-4A65-80C6-AE688690CC0C},NA,NA,NA,NA
J01-9033-1,2024-07-10,Undetermined,Flowing,Yes,NA,0.006,0.006837,0,2024-07-10,TRABUCO,FALSE,{82959DB9-0482-452E-8715-E1BA44BC8E44},0,0.006,0.00414,0
J01-9033-1,2024-09-04,None - Flow Infiltrates or Outfall is Dry,Flowing,Yes,NA,0.004114,0.006837,0,2024-09-04,TRABUCO,FALSE,{82959DB9-0482-452E-8715-E1BA44BC8E44},0,0.004114,0.0028386599999999994,0
