Facility Identifier,AVGDISCHARGE,Jurisdiction,Qcalcs,QInscfs,AVGQadj,Q4calcs,QInscf,Qcont4calc2024,Qcont4calcPrior,Qcf2024,Qcfp,Qboth,Q4calcsall,JURISDICTI3,PERCENTAGE,area_acres,Acres,DischargePCF2,DischargePCF3,avgCnx,Persistent.Flow,MonitoringYear,rain_gage,dry_days,Qadj_Qall
J03-9234-6,0.981972,LAGUNA NIGUEL,NA,0.050986615,0.6775606799999999,0.050986615,4405.243536,0.039,NA,3369.5999999999995,NA,NA,3369.5999999999995,SAN JUAN CAPISTRANO,0.722471579,232.09078171,1.676792619,24.344402325983996,24.344402325983996,1,Yes,MY2023-24,SULPHURCREEK,287,6986.843467557407
J03-9234-8,0.302939,LAGUNA NIGUEL,NA,0.081363865,0.20902790999999998,0.081363865,7029.837936,NA,NA,NA,NA,NA,7029.837936,LAGUNA NIGUEL,99.74515344,657.9610727,656.2816548,7011.922635846529,7011.922635846529,1,Yes,MY2023-24,SULPHURCREEK,287,2012421.796487954
J03-9234-8,0.302939,LAGUNA NIGUEL,NA,0.081363865,0.20902790999999998,0.081363865,7029.837936,NA,NA,NA,NA,NA,7029.837936,SAN JUAN CAPISTRANO,0.254846557,657.9610727,1.676784427,17.91529994257586,17.91529994257586,1,Yes,MY2023-24,SULPHURCREEK,287,5141.691083519272
J03-9368-1 (J03TBN1),0.006481,LAGUNA NIGUEL,NA,NA,0.004471889999999999,0.004471889999999999,386.37129599999986,0.003,NA,259.2,NA,NA,259.2,LAGUNA NIGUEL,98.70823565,92.34354303,91.152289,255.85174680479997,255.85174680479997,0.885,Yes,MY2023-24,SULPHURCREEK,287,64985.06442968517
J03-9368-1 (J03TBN1),0.006481,LAGUNA NIGUEL,NA,NA,0.004471889999999999,0.004471889999999999,386.37129599999986,0.003,NA,259.2,NA,NA,259.2,SAN JUAN CAPISTRANO,1.291764465,92.34354303,1.192862982,3.3482534932799997,3.3482534932799997,0.885,Yes,MY2023-24,SULPHURCREEK,287,850.4396460256535
J03-9368-2 (J03TBN2),0.04806,LAGUNA NIGUEL,NA,0.039,0.033161399999999994,0.039,3369.5999999999995,NA,0.002,NA,172.79999999999998,NA,172.79999999999998,LAGUNA NIGUEL,100,34.23122305,34.23182653,172.8,172.8,1,Yes,MY2023-24,SULPHURCREEK,287,49593.600000000006
J04-9249-1,1.180767,LAGUNA NIGUEL,NA,NA,0.8147292299999999,0.8147292299999999,70392.605472,NA,NA,NA,NA,NA,70392.605472,ALISO VIEJO,8.068009599,1643.4542726,136.4020962,5679.282166467159,5679.282166467159,1,Yes,MY2023-24,SULPHURCREEK,287,1629953.9817760747
J04-9249-1,1.180767,LAGUNA NIGUEL,NA,NA,0.8147292299999999,0.8147292299999999,70392.605472,NA,NA,NA,NA,NA,70392.605472,LAGUNA HILLS,71.83884675,1643.4542726,1435.670475,50569.2359683622,50569.2359683622,1,Yes,MY2023-24,SULPHURCREEK,287,14513370.72291995
J04-9249-1,1.180767,LAGUNA NIGUEL,NA,NA,0.8147292299999999,0.8147292299999999,70392.605472,NA,NA,NA,NA,NA,70392.605472,LAGUNA NIGUEL,20.09314366,1643.4542726,330.2274496,14144.08734350598,14144.08734350598,1,Yes,MY2023-24,SULPHURCREEK,287,4059353.067586216
J06-10011-1 (J06P01),0.603221,ALISO VIEJO,NA,0.5413049999999999,0.41622249,0.5413049999999999,46768.75199999999,0.017,NA,1468.8000000000002,NA,NA,1468.8000000000002,ALISO VIEJO,14.86516439,935.90125176,143.1188236,218.33953456032003,218.33953456032003,1,Yes,MY2023-24,ELTORO,294,64191.82316073409
J06-10011-1 (J06P01),0.603221,ALISO VIEJO,NA,0.5413049999999999,0.41622249,0.5413049999999999,46768.75199999999,0.017,NA,1468.8000000000002,NA,NA,1468.8000000000002,LAGUNA HILLS,20.85002958,935.90125176,237.2873008,306.2452344710401,306.2452344710401,1,Yes,MY2023-24,ELTORO,294,90036.09893448578
J06-10011-1 (J06P01),0.603221,ALISO VIEJO,NA,0.5413049999999999,0.41622249,0.5413049999999999,46768.75199999999,0.017,NA,1468.8000000000002,NA,NA,1468.8000000000002,LAGUNA WOODS,38.1624725,935.90125176,829.0781602,560.5303960800001,560.5303960800001,1,Yes,MY2023-24,ELTORO,294,164795.93644752
J06-10011-1 (J06P01),0.603221,ALISO VIEJO,NA,0.5413049999999999,0.41622249,0.5413049999999999,46768.75199999999,0.017,NA,1468.8000000000002,NA,NA,1468.8000000000002,LAKE FOREST,22.96186189,935.90125176,693.7997852,337.2638274403201,337.2638274403201,1,Yes,MY2023-24,ELTORO,294,99155.5652674541
J06-9079-1 (J06P03),0.130309,ALISO VIEJO,NA,0.027,0.08991321,0.027,2332.7999999999997,NA,0.0275,NA,2376,NA,2376,ALISO VIEJO,98.05519597,365.7871229,368.9742325,2329.7914562472,2329.7914562472,0.635,Yes,MY2023-24,ELTORO,294,434948.7669667898
J07-9022-1,0.004128,MISSION VIEJO,NA,0.00119,0.0028483199999999997,0.00119,102.81600000000002,NA,NA,NA,NA,NA,102.81600000000002,MISSION VIEJO,100,82.52382766,82.52428975,102.81600000000002,102.81600000000002,1,Yes,MY2023-24,ELTORO,294,30227.904000000006
J07-9022-6,0.001924,MISSION VIEJO,NA,0.00184023,0.0013275599999999998,0.00184023,158.99587200000002,NA,NA,NA,NA,NA,158.99587200000002,MISSION VIEJO,100,46.75873272,46.75854569,158.99587200000002,158.99587200000002,0.885,Unknown,MY2023-24,ELTORO,294,41369.13593568
J07-9109-1,0.008731,MISSION VIEJO,NA,NA,0.006024389999999999,0.006024389999999999,520.5072959999999,NA,NA,NA,NA,NA,520.5072959999999,LAKE FOREST,7.28655147,53.053259,3.865737614,37.92703202814525,37.92703202814525,0.77,Yes,MY2023-24,ELTORO,294,8585.921510531522
J07-9109-1,0.008731,MISSION VIEJO,NA,NA,0.006024389999999999,0.006024389999999999,520.5072959999999,NA,NA,NA,NA,NA,520.5072959999999,MISSION VIEJO,92.71344853,53.053259,49.18730991,482.5802639718546,482.5802639718546,0.77,Yes,MY2023-24,ELTORO,294,109246.52015794844
J07-9109-2,0.05716,MISSION VIEJO,NA,NA,0.0394404,0.0394404,3407.6505599999996,NA,NA,NA,NA,NA,3407.6505599999996,LAKE FOREST,1.91711778,201.64389276,12.48046884,65.32867476602956,65.32867476602956,0.885,Yes,MY2023-24,ELTORO,294,16997.86788737323
J07-9109-2,0.05716,MISSION VIEJO,NA,NA,0.0394404,0.0394404,3407.6505599999996,NA,NA,NA,NA,NA,3407.6505599999996,MISSION VIEJO,98.08288254,201.64389276,197.7792499,3342.321896138452,3342.321896138452,0.885,Yes,MY2023-24,ELTORO,294,869638.7341562638
J07-9109-4 (J07P02),0.170884,MISSION VIEJO,NA,0.031066666666666666,0.11790996,0.031066666666666666,2684.16,0.026,NA,2246.3999999999996,NA,NA,2246.3999999999996,LAKE FOREST,1.275132081,394.92574829,16.25802004,28.644567067583992,28.644567067583992,0.8333333333333334,Yes,MY2023-24,ELTORO,294,7017.918931558078
J07-9109-4 (J07P02),0.170884,MISSION VIEJO,NA,0.031066666666666666,0.11790996,0.031066666666666666,2684.16,0.026,NA,2246.3999999999996,NA,NA,2246.3999999999996,MISSION VIEJO,98.72486798,394.92574829,389.8921068,2217.7554343027196,2217.7554343027196,0.8333333333333334,Yes,MY2023-24,ELTORO,294,543350.0814041663
J07-9110-1,0.004715,MISSION VIEJO,NA,NA,0.0032533499999999995,0.0032533499999999995,281.08943999999997,NA,NA,NA,NA,NA,281.08943999999997,LAKE FOREST,0.19588078,102.11849185,0.645792876,0.5506001875696319,0.5506001875696319,0.77,Yes,MY2023-24,ELTORO,294,124.64487046201327
J07-9110-1,0.004715,MISSION VIEJO,NA,NA,0.0032533499999999995,0.0032533499999999995,281.08943999999997,NA,NA,NA,NA,NA,281.08943999999997,MISSION VIEJO,99.80411911,102.11849185,101.9190319,280.538839503232,280.538839503232,0.77,Yes,MY2023-24,ELTORO,294,63508.382486741655
J07-9110-2,0.013448,MISSION VIEJO,NA,0.001,0.009279119999999998,0.001,86.39999999999999,0.001,NA,86.39999999999999,NA,NA,86.39999999999999,MISSION VIEJO,100,133.39088631,133.3916332,86.4,86.4,0.5,Yes,MY2023-24,ELTORO,294,12700.800000000001
K01-12032-2 (K01P11),0.097353,LAGUNA NIGUEL,NA,0.04943897,0.06717356999999999,0.04943897,4271.527008,NA,0.186875,NA,16146,NA,16146,LAGUNA NIGUEL,100,126.84724993,126.8494862,16146,16146,1,Yes,MY2023-24,SULPHURCREEK,287,4633902
K01-12036-1,0.026632,LAGUNA NIGUEL,NA,0.002,0.01837608,0.002,172.79999999999998,NA,0.10354513888888889,NA,8946.3,NA,8946.3,LAGUNA NIGUEL,100,137.80531846,137.8077479,8946.3,8946.3,1,Yes,MY2023-24,SULPHURCREEK,287,2567588.0999999996
K01-12036-10,0.016851,LAGUNA NIGUEL,NA,0.004883225,0.01162719,0.004883225,421.91063999999994,NA,0.011220004021657291,NA,969.4083474711899,NA,969.4083474711899,LAGUNA NIGUEL,100,185.37165068,185.3749187,969.4083474711899,969.4083474711899,1,Yes,MY2023-24,SULPHURCREEK,287,278220.1957242315
K01-12036-5,0.052474,LAGUNA NIGUEL,NA,0.022444255,0.03620706,0.022444255,1939.183632,NA,0.06728022225347222,NA,5813.011202699999,NA,5813.011202699999,LAGUNA NIGUEL,100,28.07626103,28.076756,5813.011202699999,5813.011202699999,1,Yes,MY2023-24,SULPHURCREEK,287,1668334.2151748997
K01-12058-1 (K01P08),0.166967,LAGUNA NIGUEL,NA,NA,0.11520723,0.11520723,9953.904671999999,NA,0.089,NA,7689.5999999999995,NA,7689.5999999999995,LAGUNA NIGUEL,97.77433651,329.52135056,322.1929942,7518.45538027296,7518.45538027296,0.77,Yes,MY2023-24,SULPHURCREEK,287,1661503.4544865214
K01-12058-1 (K01P08),0.166967,LAGUNA NIGUEL,NA,NA,0.11520723,0.11520723,9953.904671999999,NA,0.089,NA,7689.5999999999995,NA,7689.5999999999995,SAN JUAN CAPISTRANO,2.225663378,329.52135056,7.334047756,171.14461111468802,171.14461111468802,0.77,Yes,MY2023-24,SULPHURCREEK,287,37821.24761023491
K01-12058-2 (K01P09),0.12576,LAGUNA NIGUEL,NA,NA,0.0867744,0.0867744,7497.3081600000005,NA,NA,NA,NA,NA,7497.3081600000005,LAGUNA NIGUEL,97.02723437,303.05249515,294.0486386,7274.430759844336,7274.430759844336,0.77,Yes,MY2023-24,SULPHURCREEK,287,1607576.4536179998
K01-12058-2 (K01P09),0.12576,LAGUNA NIGUEL,NA,NA,0.0867744,0.0867744,7497.3081600000005,NA,NA,NA,NA,NA,7497.3081600000005,SAN JUAN CAPISTRANO,2.9727657,303.05249515,9.00905504,222.87740540378113,222.87740540378113,0.77,Yes,MY2023-24,SULPHURCREEK,287,49253.67782018159
K01-12062-1,0.122807,LAGUNA NIGUEL,NA,NA,0.08473683,0.08473683,7321.262112,NA,NA,NA,NA,NA,7321.262112,LAGUNA NIGUEL,96.51947141,258.84115572,249.8365197,7066.443491043003,7066.443491043003,0.5,Yes,MY2023-24,SULPHURCREEK,287,1014034.6409646709
K01-12062-1,0.122807,LAGUNA NIGUEL,NA,NA,0.08473683,0.08473683,7321.262112,NA,NA,NA,NA,NA,7321.262112,SAN JUAN CAPISTRANO,3.480528667,258.84115572,9.00905504,254.81862659436968,254.81862659436968,0.5,Yes,MY2023-24,SULPHURCREEK,287,36566.47291629205
K01-12126-1 (K01S01),0.457496,DANA POINT,NA,0.232585665,0.31567224,0.232585665,20095.401456,NA,NA,NA,NA,NA,20095.401456,DANA POINT,27.17243026,885.25252888,240.5645176,5460.408946098625,5460.408946098625,1,Yes,MY2023-24,DANAPOINT,302,1649043.5017217847
K01-12126-1 (K01S01),0.457496,DANA POINT,NA,0.232585665,0.31567224,0.232585665,20095.401456,NA,NA,NA,NA,NA,20095.401456,LAGUNA NIGUEL,72.82756974,885.25252888,644.7192687,14634.992509901374,14634.992509901374,1,Yes,MY2023-24,DANAPOINT,302,4419767.737990215
K01-12138-1 (K01TBN1),0.063607,LAGUNA NIGUEL,NA,NA,0.04388883,0.04388883,3791.994912,NA,0.003953206753253942,NA,341.55706348114063,NA,341.55706348114063,LAGUNA NIGUEL,100,90.83218137,90.8337827,341.55706348114063,341.55706348114063,1,Yes,MY2023-24,SULPHURCREEK,287,98026.87721908736
K01-12155-1,4.4e-4,LAGUNA NIGUEL,NA,0,3.036e-4,0,0,NA,6.597222222222223e-5,NA,5.7,NA,5.7,LAGUNA NIGUEL,100,63.75808645,63.75921047,5.7,5.7,0.885,Unknown,MY2023-24,DANAPOINT,302,1523.4389999999999
K01-12155-5,0.061386,LAGUNA NIGUEL,NA,NA,0.04235634,0.04235634,3659.587776,NA,0.012611111111111111,NA,1089.6000000000001,NA,1089.6000000000001,LAGUNA NIGUEL,100,147.04555016,147.0481425,1089.6000000000001,1089.6000000000001,0.77,Unknown,MY2023-24,SULPHURCREEK,287,240790.70400000003
K01-12156-1,NA,LAGUNA NIGUEL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.99,LAGUNA NIGUEL,100,88.38784859,88.38940682,NA,1708.6798342396598,0.77,Yes,MY2023-24,DANAPOINT,302,397336.4086540905
K01-12156-6,0.522546,LAGUNA NIGUEL,NA,0.121,0.36055673999999993,0.121,10454.4,NA,NA,NA,NA,NA,10454.4,LAGUNA NIGUEL,100,68.46661554,68.46634187,10454.4,10454.4,1,Yes,MY2023-24,DANAPOINT,302,3157228.8
K01-12159-2,0.146367,DANA POINT,NA,0.0785,0.10099322999999999,0.0785,6782.4000000000005,NA,NA,NA,NA,NA,6782.4000000000005,DANA POINT,100,684.2328312,684.2300716,6782.4,6782.4,1,Yes,MY2023-24,DANAPOINT,302,2048284.7999999998
K01-12159-3,0.023731,DANA POINT,NA,0.0325,0.01637439,0.0325,2808.0000000000005,NA,NA,NA,NA,NA,2808.0000000000005,DANA POINT,100,14.14675868,14.14670255,2808.0000000000005,2808.0000000000005,1,Yes,MY2023-24,DANAPOINT,302,848016.0000000001
K01-12177-1 (K01P07),0.235946,LAGUNA NIGUEL,NA,0.086,0.16280273999999997,0.086,7430.4,NA,0.35064829731423613,NA,30296.012887950004,NA,30296.012887950004,LAGUNA NIGUEL,100,512.43104875,512.4400826,30296.012887950004,30296.012887950004,0.9233333333333333,Yes,MY2023-24,SULPHURCREEK,287,8028342.428597124
L01-125-1,2.5,RANCHO SANTA MARGARITA,NA,NA,1.7249999999999999,1.7249999999999999,149039.99999999997,NA,NA,NA,NA,NA,149039.99999999997,ORANGE CO,17.10683645,362.07575558,105.2704143,25496.029045079995,25496.029045079995,0.77,Unknown,MY2023-24,TRABUCO,279,5477311.919754536
L01-125-1,2.5,RANCHO SANTA MARGARITA,NA,NA,1.7249999999999999,1.7249999999999999,149039.99999999997,NA,NA,NA,NA,NA,149039.99999999997,RANCHO SANTA MARGARITA,82.89316367,362.07575558,300.1362993,123543.97113376798,123543.97113376798,0.77,Unknown,MY2023-24,TRABUCO,279,26540951.318667375
L01-125-2,0.021,RANCHO SANTA MARGARITA,NA,NA,0.01449,0.01449,1251.936,NA,NA,NA,NA,NA,1251.936,ORANGE CO,51.93979406,113.27048633,99.98944818,650.2529801630016,650.2529801630016,0.77,Yes,MY2023-24,TRABUCO,279,139693.84772841763
L01-125-2,0.021,RANCHO SANTA MARGARITA,NA,NA,0.01449,0.01449,1251.936,NA,NA,NA,NA,NA,1251.936,RANCHO SANTA MARGARITA,48.06020524,113.27048633,54.43807367,601.6830110734464,601.6830110734464,0.77,Yes,MY2023-24,TRABUCO,279,129259.56126890851
L01-125-3,0.034201,RANCHO SANTA MARGARITA,NA,NA,0.02359869,0.02359869,2038.9268160000001,NA,NA,NA,NA,NA,2038.9268160000001,ORANGE CO,1.064651459,69.26665813,1.253339917,21.707464094486248,21.707464094486248,0.77,Unknown,MY2023-24,TRABUCO,279,4663.414511418481
L01-125-3,0.034201,RANCHO SANTA MARGARITA,NA,NA,0.02359869,0.02359869,2038.9268160000001,NA,NA,NA,NA,NA,2038.9268160000001,RANCHO SANTA MARGARITA,98.93535016,69.26665813,68.52926799,2017.219384915739,2017.219384915739,0.77,Unknown,MY2023-24,TRABUCO,279,433359.24046144827
L01-218-1,NA,RANCHO SANTA MARGARITA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.99,ORANGE CO,1.588868781,66.55096754,1.797130392,NA,241.72677084601406,0.77,Yes,MY2023-24,TRABUCO,279,51930.162180849205
L01-218-1,NA,RANCHO SANTA MARGARITA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.99,RANCHO SANTA MARGARITA,98.41112993,66.55096754,65.49361383,NA,312.1118365362776,0.77,Yes,MY2023-24,TRABUCO,279,67050.98584308852
L01-218-2,0.020075,RANCHO SANTA MARGARITA,NA,NA,0.013851749999999998,0.013851749999999998,1196.7912,NA,NA,NA,NA,NA,1196.7912,RANCHO SANTA MARGARITA,100,32.56312287,32.56315006,1196.7912,1196.7912,0.77,Yes,MY2023-24,TRABUCO,279,257106.65349599998
L01-218-3,NA,RANCHO SANTA MARGARITA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.99,RANCHO SANTA MARGARITA,100,58.59506433,58.59511326,NA,312.1118365362776,0.885,Yes,MY2023-24,TRABUCO,279,77065.09411835499
L01-218-4,0.033304,RANCHO SANTA MARGARITA,NA,0.06848802,0.02297976,0.06848802,5917.364928,NA,NA,NA,NA,NA,5917.364928,RANCHO SANTA MARGARITA,100,37.33151421,37.33154539,5917.364928,5917.364928,0.635,Yes,MY2023-24,TRABUCO,279,1048349.9574691199
L01-223-1 (L08TBN1),0.056556,RANCHO SANTA MARGARITA,NA,0.018,0.03902364,0.018,1555.1999999999998,NA,NA,NA,NA,NA,1555.1999999999998,ORANGE CO,4.285274231,136.87916674,9.96903579,66.64458484051198,66.64458484051198,0.77,Yes,MY2023-24,TRABUCO,279,14317.25616128719
L01-223-1 (L08TBN1),0.056556,RANCHO SANTA MARGARITA,NA,0.018,0.03902364,0.018,1555.1999999999998,NA,NA,NA,NA,NA,1555.1999999999998,RANCHO SANTA MARGARITA,95.71472594,136.87916674,131.0136287,1488.5554178188797,1488.5554178188797,0.77,Yes,MY2023-24,TRABUCO,279,319786.36041002994
L01-242-1 (L07P16),NA,ORANGE CO,NA,NA,NA,NA,NA,NA,0.0032239583333333335,NA,278.55,NA,278.55,ORANGE CO,99.65978637,196.96941954,333.6229668,277.602334933635,277.602334933635,0.59,Yes,MY2023-24,TRABUCO,279,45696.12035342566
L01-242-1 (L07P16),NA,ORANGE CO,NA,NA,NA,NA,NA,NA,0.0032239583333333335,NA,278.55,NA,278.55,RANCHO SANTA MARGARITA,0.340213646,196.96941954,0.670117404,0.947665110933,0.947665110933,0.59,Yes,MY2023-24,TRABUCO,279,155.99515391068113
L01-261-1,0.008361,ORANGE CO,NA,0.001,0.00576909,0.001,86.39999999999999,NA,NA,NA,NA,NA,86.39999999999999,ORANGE CO,99.85129002,149.63865359,253.9420698,86.27151457727997,86.27151457727997,1,Unknown,MY2023-24,TRABUCO,279,24069.752567061114
L01-261-1,0.008361,ORANGE CO,NA,0.001,0.00576909,0.001,86.39999999999999,NA,NA,NA,NA,NA,86.39999999999999,RANCHO SANTA MARGARITA,0.148709977,149.63865359,0.222527793,0.128485420128,0.128485420128,1,Unknown,MY2023-24,TRABUCO,279,35.847432215712
L01-303-1,NA,ORANGE CO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.99,ORANGE CO,100,208.61255425,208.6117174,NA,241.72677084601406,0.635,Yes,MY2023-24,TRABUCO,279,42825.52335693408
L01-303-2,0.07,ORANGE CO,NA,NA,0.0483,0.0483,4173.12,NA,NA,NA,NA,NA,4173.12,ORANGE CO,100,71.22937253,71.22908839,4173.12,4173.12,0.635,Yes,MY2023-24,TRABUCO,279,739330.8047999999
L01-303-3,NA,ORANGE CO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.99,ORANGE CO,100,148.78927217,148.7886767,NA,241.72677084601406,0.77,Unknown,MY2023-24,TRABUCO,279,51930.162180849205
L01-303-5,0.017713,ORANGE CO,NA,0.00764558,0.012221969999999999,0.00764558,660.5781119999999,NA,NA,NA,NA,NA,660.5781119999999,ORANGE CO,99.92029248,198.48744503,198.3284421,660.0515815692619,660.0515815692619,1,Yes,MY2023-24,TRABUCO,279,184154.39125782406
L01-303-5,0.017713,ORANGE CO,NA,0.00764558,0.012221969999999999,0.00764558,660.5781119999999,NA,NA,NA,NA,NA,660.5781119999999,RANCHO SANTA MARGARITA,0.079707517,198.48744503,0.15820878,0.526530410920679,0.526530410920679,1,Yes,MY2023-24,TRABUCO,279,146.90198464686944
L01-335-1,0.015593,ORANGE CO,NA,0.016026224999999998,0.010759169999999998,0.016026224999999998,1384.6658399999997,NA,NA,NA,NA,NA,1384.6658399999997,ORANGE CO,79.80262992,442.4725473,600.1236162,1104.999755923859,1104.999755923859,0.77,Yes,MY2023-24,TRABUCO,279,237387.09756512265
L01-335-1,0.015593,ORANGE CO,NA,0.016026224999999998,0.010759169999999998,0.016026224999999998,1384.6658399999997,NA,NA,NA,NA,NA,1384.6658399999997,RANCHO SANTA MARGARITA,20.19737008,442.4725473,89.36789252,279.6660840761406,279.6660840761406,0.77,Yes,MY2023-24,TRABUCO,279,60080.66484207728
L01-335-2,0.0052,ORANGE CO,NA,0.007,0.0035879999999999996,0.007,604.8,NA,NA,NA,NA,NA,604.8,ORANGE CO,27.37365781,1600.04501943,437.9890957,165.55588243488,165.55588243488,0.77,Yes,MY2023-24,TRABUCO,279,35566.370223485275
L01-335-2,0.0052,ORANGE CO,NA,0.007,0.0035879999999999996,0.007,604.8,NA,NA,NA,NA,NA,604.8,RANCHO SANTA MARGARITA,72.62634219,1600.04501943,1162.049521,439.24411756511995,439.24411756511995,0.77,Yes,MY2023-24,TRABUCO,279,94362.81377651473
L01-340-1,0.056759,ORANGE CO,NA,0.0786,0.03916371,0.0786,6791.040000000001,NA,0.012154513888888888,NA,1050.15,NA,1050.15,ORANGE CO,98.78639742,169.47171779,284.5322921,1037.4053525061302,1037.4053525061302,0.77,Yes,MY2023-24,TRABUCO,279,222865.79187889196
L01-340-1,0.056759,ORANGE CO,NA,0.0786,0.03916371,0.0786,6791.040000000001,NA,0.012154513888888888,NA,1050.15,NA,1050.15,RANCHO SANTA MARGARITA,1.213602575,169.47171779,2.056714849,12.744647441362499,12.744647441362499,0.77,Yes,MY2023-24,TRABUCO,279,2737.9326098279057
L01-372-1,0.007224,ORANGE CO,NA,NA,0.00498456,0.00498456,430.665984,NA,0.01437539914869843,NA,1242.0344864475444,NA,1242.0344864475444,ORANGE CO,100,117.6149137,199.8939166,1242.0344864475444,1242.0344864475444,0.885,Yes,MY2023-24,TRABUCO,279,306676.9452211954
L01-391-3,0.013986,ORANGE CO,NA,0.0032500000000000003,0.009650339999999999,0.0032500000000000003,280.8,NA,NA,NA,NA,NA,280.8,ORANGE CO,100,85.50832944,145.3267646,280.8,280.8,0.59,Unknown,MY2023-24,TRABUCO,279,46222.488
L01-399-2,0.001,ORANGE CO,NA,NA,6.9e-4,6.9e-4,59.616,NA,NA,NA,NA,NA,59.616,ORANGE CO,100,205.37862143,205.3777997,59.61600000000001,59.61600000000001,0.77,Unknown,MY2023-24,TRABUCO,279,12807.305280000002
L01-404-1,0.139529,ORANGE CO,NA,0.447882495,0.09627500999999998,0.447882495,38697.047568,NA,0.025203125,NA,2177.55,NA,2177.55,ORANGE CO,100,191.15643697,404.1397577,2177.55,2177.55,0.77,Yes,MY2023-24,TRABUCO,279,467803.0665000001
L01-404-1,0.139529,ORANGE CO,NA,0.447882495,0.09627500999999998,0.447882495,38697.047568,NA,0.025203125,NA,2177.55,NA,2177.55,ORANGE CO,100,191.15643697,191.1556718,2177.55,2177.55,0.77,Yes,MY2023-24,TRABUCO,279,467803.0665000001
L01-404-2,0.073474,ORANGE CO,NA,0.11249999999999999,0.050697059999999995,0.11249999999999999,9719.999999999998,NA,NA,NA,NA,NA,9719.999999999998,ORANGE CO,100,124.69527201,124.6947724,9719.999999999998,9719.999999999998,0.77,Yes,MY2023-24,TRABUCO,279,2088147.5999999996
L01-414-1,NA,ORANGE CO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.99,ORANGE CO,100,41.37487005,70.31918456,NA,241.72677084601406,0.77,Yes,MY2023-24,TRABUCO,279,51930.162180849205
L01-414-3,0.232035,ORANGE CO,NA,NA,0.16010414999999997,0.16010414999999997,13832.998559999998,NA,NA,NA,NA,NA,13832.998559999998,ORANGE CO,100.0000001,86.8482772,147.6040899,13832.998573832996,13832.998573832996,0.885,Yes,MY2023-24,TRABUCO,279,3415574.842857974
L01-458-1,5.4e-4,ORANGE CO,NA,NA,3.7259999999999995e-4,3.7259999999999995e-4,32.19264,NA,NA,NA,NA,NA,32.19264,ORANGE CO,100,600.45529611,1020.511405,32.19264,32.19264,0.385,Unknown,MY2023-24,PALISADES,291,3606.7024223999997
L01-471-1,0.008117,ORANGE CO,NA,0.00530535,0.005600729999999999,0.00530535,458.38224,NA,NA,NA,NA,NA,458.38224,ORANGE CO,100,319.331511,542.723915,458.38224,458.38224,0.77,Yes,MY2023-24,PALISADES,291,102709.7085168
L01-494-1,0.095729,ORANGE CO,NA,0.047,0.06605301,0.047,4060.7999999999997,NA,NA,NA,NA,NA,4060.7999999999997,ORANGE CO,100,298.6999359,507.6592601,4060.8,4060.8,0.77,Yes,MY2023-24,PALISADES,291,909903.456
L01-514-1,0.018581,ORANGE CO,NA,0.002,0.01282089,0.002,172.79999999999998,NA,NA,NA,NA,NA,172.79999999999998,ORANGE CO,100,267.40709935,454.4751233,172.8,172.8,0.77,Yes,MY2023-24,PALISADES,291,38719.296
L01-517-3,0.001664,ORANGE CO,NA,NA,0.0011481599999999998,0.0011481599999999998,99.201024,NA,NA,NA,NA,NA,99.201024,ORANGE CO,86.86213464,603.8362612,891.42923,86.1681270311387,86.1681270311387,0.77,Unknown,MY2023-24,PALISADES,291,19307.69222386725
L01-517-3,0.001664,ORANGE CO,NA,NA,0.0011481599999999998,0.0011481599999999998,99.201024,NA,NA,NA,NA,NA,99.201024,SAN JUAN CAPISTRANO,13.13786535,603.8362612,79.33132183,13.032896958941185,13.032896958941185,0.77,Unknown,MY2023-24,PALISADES,291,2920.281221589951
L01-517-6,0.0279,ORANGE CO,NA,0.011108,0.019251,0.011108,959.7312,NA,NA,NA,NA,NA,959.7312,ORANGE CO,100,13.85397146,23.5456927,959.7312,959.7312,0.77,Unknown,MY2023-24,PALISADES,291,215046.96998399997
L01-602-2,NA,SAN JUAN CAPISTRANO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.99,SAN JUAN CAPISTRANO,100,62.42339564,62.42349549,NA,451.939084962219,0.5,Yes,MY2023-24,PALISADES,291,65757.13686200287
L01-618-1,0.0585,SAN JUAN CAPISTRANO,NA,0.004,0.040365,0.004,345.59999999999997,NA,NA,NA,NA,NA,345.59999999999997,SAN JUAN CAPISTRANO,100,92.62287102,92.62301918,345.6,345.6,0.75,Yes,MY2023-24,PALISADES,291,75427.20000000001
L01-618-2,NA,SAN JUAN CAPISTRANO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.99,SAN JUAN CAPISTRANO,100,399.49209345,399.4927326,NA,451.939084962219,1,Yes,MY2023-24,PALISADES,291,131514.27372400573
